expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2022-06-01,jimiy anthony photography,jimiy anthony photography,20405 Fox Hunt Ct  Hagerstown  Maryland 21742,business/group/organization,150,Robinson  Ladetra Friends of,media,Videos,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-02,ngp van  inc,ngp van inc,PO BOX 392264  PITTSBURG  Pennsylvania 15251,business/group/organization,159,Robinson  Ladetra Friends of,media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-07-15,al media,al media,222 W Ontario St  Ste 600  Chicago  Illinois 60654,business/group/organization,15300,Brown  Anthony Friends Of,media,TV,NA,Check,NA,Electoral,Television Advertising,NA
2022-02-19,thomas johns,thomas johns,5270 Serenity Ln SW  Atlanta  Georgia 30349,individual,390,Mayo  Loralyn Friends of,media,Videos,NA,Check,FREEZE FRAME,Electoral,NA,NA
2022-03-18,thomas johns,thomas johns,5270 Serenity Ln SW  Atlanta  Georgia 30349,individual,493,Mayo  Loralyn Friends of,media,Videos,NA,Check,FREEZE FRAME,Electoral,NA,NA
2022-03-05,freeze frame productions,freeze frame productions,3200 MARQUIS DR  FT WASHINGTON  Maryland 20744,business/group/organization,375,Mayo  Loralyn Friends of,media,Online Advertising,NA,Check,NA,Electoral,NA,NA
2022-03-31,damien drakes,damien drakes,4601 Gladys Ct  Lanham  Maryland 20706,individual,1130,Mayo  Loralyn Friends of,media,Graphic Design,NA,Check,NA,Electoral,NA,NA
2022-04-02,anthony ransom,anthony ransom,3200 MARQUIS DR  FT WASHINGTON  Maryland 20744,individual,650,Mayo  Loralyn Friends of,media,Videos,NA,Check,NA,Electoral,NA,NA
2022-05-31,twitter,twitter,1355 Market St  #900  San Francisco  California 94103,business/group/organization,9.74,Forde  Lorna Phillips Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-15,godaddy.com  llc,godaddy.com llc,2155 E GoDaddy Way   Tempe  Arizona 85284,business/group/organization,25.32,Forde  Lorna Phillips Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-05-11,mongomery county democratic central committee,montgomery county democratic central committee,12320 Parklawn Drive  Suite 210  Rockville  Maryland 20852,business/group/organization,450,Forde  Lorna Phillips Friends of,media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-15,letterforms typography & graphic design,letterforms typography & graphic design,11811 Ivanhoe Street  Wheaton  Maryland 20902,business/group/organization,300,Forde  Lorna Phillips Friends of,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2022-04-15,99 ways entertainment  llc,99 ways entertainment  llc,9300 Lottsford Rd.  Suite 5302  Largo  Maryland 20774,business/group/organization,1000,Forde  Lorna Phillips Friends of,media,Videos,NA,Check,NA,Electoral,NA,NA
2022-04-15,letterforms typography & graphic design,letterforms typography & graphic design,11811 Ivanhoe Street  Wheaton  Maryland 20902,business/group/organization,300,Forde  Lorna Phillips Friends of,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2022-04-15,brand evolution,brand evolution,4 Carrington Ct  Hampton  Virginia 23666,business/group/organization,150,Forde  Lorna Phillips Friends of,media,Graphic Design,NA,Check,NA,Electoral,NA,NA
2022-05-11,hostgater,hostgator,10 CORPORATE DRIVE  BERLINGTON  Massachusetts 01803,business/group/organization,146.13,McDonough  Valerie Friends for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-08-02,godaddy.com llc,godaddy.com llc,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,business/group/organization,161.36,Sammons  Vincent Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-04-01,facebook,facebook,1601 Willow Rd  Menlo Park  California 94025,business/group/organization,275,Acle  Nicole Re-Elect,media,Online Advertising,NA,EFT,NA,Electoral,4/1 $75 4/4 $200,NA
2022-04-08,facebook,facebook,1601 Willow Rd  Menlo Park  California 94025,business/group/organization,175,Acle  Nicole Re-Elect,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-04-13,infoworkz solutions,infoworkz solutions,1325 Mt Hermon Rd  Salisbury  Maryland 21804,business/group/organization,4550,Acle  Nicole Re-Elect,media,Graphic Design,NA,Electronic Check,NA,Electoral,NA,NA
2022-04-15,facebook,facebook,1601 Willow Rd  Menlo Park  California 94025,business/group/organization,250,Acle  Nicole Re-Elect,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-03-25,facebook,facebook,1601 Willow Rd  Menlo Park  California 94025,business/group/organization,362.5,Acle  Nicole Re-Elect,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-04-29,apg chesapeake,apg chesapeake,29088 Airpark Dr  Easton  Maryland 21601,business/group/organization,16.27,Acle  Nicole Re-Elect,media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
2022-05-06,facebook,facebook,1601 Willow Rd  Menlo Park  California 94025,business/group/organization,400,Acle  Nicole Re-Elect,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-05-06,strategic blue media,strategic media,11720 Plaza America Drive  3rd Fl  Reston  Virginia 20190,business/group/organization,5150,Evelyn  Janssen E. Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-27,amanda barnes,amanda barnes,2726 Pauls Lane  Richmond  Virginia 23224,individual,250,Villanova  Damien Friends of,media,Graphic Design,NA,Check,NA,Electoral,Campaign Logo (Installment #2),NA
2022-05-27,amanda barnes,amanda barnes,2726 Pauls Lane  Richmond  Virginia 23224,individual,250,Villanova  Damien Friends of,media,Graphic Design,NA,Check,NA,Electoral,Campaign Logo (Installment #1),NA
2022-04-14,wix.com ltd,wix.com ltd,154 W 14th St Ste 703  New York  New York 10011,business/group/organization,168,Boffman  Daryl Friends of,media,Videos,NA,Debit Card,NA,Electoral,NA,NA
2022-03-29,wix.com ltd,wix.com ltd,154 W 14th St Ste 703  New York  New York 10011,business/group/organization,24.85,Boffman  Daryl Friends of,media,Videos,NA,Debit Card,NA,Electoral,NA,NA
2022-05-06,mcw creative,mcw creative,PO Box 173  Kensington  Maryland 20895,business/group/organization,500,Brooks  Brandy Power Posse,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2022-05-17,mcw creative,mcw creative,PO Box 173  Kensington  Maryland 20895,business/group/organization,1250,Brooks  Brandy Power Posse,media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
2022-06-03,strathmore bel pre civic association,strathmore bel pre civic association,2308 Eagle Rock Place  Silver Spring  Maryland 20906,non-profit organization,125,Brooks  Brandy Power Posse,media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
2022-05-06,bethesda magazine,bethesda magazine,6116 Executive Blvd Ste 740  North Bethesda  Maryland 20852,business/group/organization,1970,Brooks  Brandy Power Posse,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-07,midnight thrift media,midnight thrift media,2 Treworthy Road  Gaithesburg  Maryland 20878,business/group/organization,1400,Brooks  Brandy Power Posse,media,Videos,NA,Check,NA,Electoral,NA,NA
2022-06-10,constant contact,constant contact,1601 Trapelo Road  Waltham  Massachusetts 02451,business/group/organization,201.4,Campbell  Antonio 4 Maryland,media,Online Advertising,NA,Check,NA,Electoral,NA,NA
2022-03-21,godaddy.com,godaddy.com llc,2299 w. Obispo Ave  #201  Gilbert  Arizona 85233,business/group/organization,96.51,Acle  Nicole Re-Elect,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-04-12,ashley hill,ashley hill,14208 Reed Farm Way  North Potomac  Maryland 20878,individual,90,Albornoz  Gabriel Ivan For Council,media,Graphic Design,NA,Check,NA,Electoral,Graphic design for various invites,NA
2022-07-01,foglamp,foglamp,1 Thomas Circle NW  Washington   District Of Columbia 20005,business/group/organization,10206,Balcombe  Marilyn Friends,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-05-04,stones phones,stones' phones,144 G St. NW  Washington  District Of Columbia 20005,business/group/organization,618.76,Long  Jeffrie Friends of,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2022-04-28,malachi easley,malachi easley,3846 Crestlyn RD  Baltimore  Maryland 21218,individual,850,Long  Jeffrie Friends of,media,Videos,NA,Check,NA,Electoral,NA,NA
2022-03-14,cailey erin  locklair,cailey erin  locklair,PO Box 572  Edgewater  Maryland 21037,self (candidate),112.5,Locklair  Cailey Friends of,media,Media - Website Development,NA,NA,Dayta Marketing,Electoral,NA,NA
2022-01-26,devon brown,devon brown,408 Winters Lane  Catonsville  Baltimore Co.   Maryland 21228,individual,1000,Ali  Bilal Friends of,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2022-04-29,hassan giordano,hassan giordano,3202 CAMERON RIDGE ROAD  HANOVER  Maryland 21076,business/group/organization,1500,Ali  Bilal Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2022-02-02,devon brown,devon brown,408 WINTERS LANE  CATONSVILLE  Maryland 21228,business/group/organization,1150,Ali  Bilal Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2022-02-02,ngp van inc,ngp van inc,NA,business/group/organization,260.35,Qi  Lily Friends of,media,Consulting Fees - General,NA,EFT,NGP VAN INC,Electoral,Online campaign organization management services,NA
2022-03-02,ngp van inc,ngp van inc,NA,business/group/organization,334.55,Qi  Lily Friends of,media,Consulting Fees - General,NA,EFT,NGP VAN INC,Electoral,Online campaign organization management services,NA
2022-03-08,ngp van inc,ngp van inc,NA,business/group/organization,222.6,Qi  Lily Friends of,media,Consulting Fees - General,NA,EFT,NGP VAN INC,Electoral,Online campaign organization management services,NA
2022-02-07,google,google,1600 Amphitheater Pkwy  Mountain View  California 94043,business/group/organization,19.08,Long  Jeffrie Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,Website hosting fee,NA
2022-03-01,facebook,facebook,575 7th St. NW  Washington  District Of Columbia 20004,business/group/organization,120,Long  Jeffrie Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-07,google,google,1600 Amphitheater Dr.  Mountain View  California 94043,business/group/organization,19.08,Long  Jeffrie Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-04-06,google,google,1600 Amphitheater Dr.  Mountain View  California 94043,business/group/organization,19.08,Long  Jeffrie Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,Website Hosting Fee,NA
2022-05-02,eric dow,eric dow,10601 N. Keys Rd.  Brandywine  Maryland 20613,business/group/organization,200,Long  Jeffrie Friends of,media,Videos,NA,Check,NA,Electoral,NA,NA
2022-06-07,google,google,1600 Amphitheater Dr.  Mountain View  California 94043,business/group/organization,19.08,Long  Jeffrie Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,Website Hosting Fee,NA
2022-02-10,actualize studio,actualize studio,3909 Spruell Drive  Kensington  Maryland 20895,business/group/organization,8000,Elect Sitting Judges Montgomery County Slate,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2022-03-11,abb video productions,abb video productions,108 Market St Ct  Williamsburg  Virginia 23185,business/group/organization,2500,Elect Sitting Judges Montgomery County Slate,media,Videos,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-04-21,montgomery county bar association,montgomery county bar association,27 West Jefferson Street  Rockville  Maryland 20850,business/group/organization,520,Elect Sitting Judges Montgomery County Slate,media,Book/Brochure Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-12,actualize studio,actualize studio,3909 Spruell Drive  Kensington  Maryland 20895,business/group/organization,4000,Elect Sitting Judges Montgomery County Slate,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2022-01-18,audible,audible,1 Washington Park  Newark  New Jersey 07102,business/group/organization,15.85,Shuman  Eve T. Friends of,media,Radio,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-02-07,sds strategies,sds strategies,90 State Street  Albany  New York 12207,business/group/organization,500,Shuman  Eve T. Friends of,media,Consulting Fees - Media,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-02-16,constantcontact  inc.,constantcontact  inc.,1601 Trapelo Road  Waltham  Massachusetts 02451,business/group/organization,47.7,Shuman  Eve T. Friends of,media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-02-18,audible,audible,1 Washington Park  Newark  New Jersey 07102,business/group/organization,15.85,Shuman  Eve T. Friends of,media,Radio,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-03-01,facebook  inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,133,Shuman  Eve T. Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-03-07,sds strategies,sds strategies,90 State Street  Albany  New York 12207,business/group/organization,500,Shuman  Eve T. Friends of,media,Consulting Fees - Media,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-03-16,constantcontact  inc.,constantcontact  inc.,1601 Trapelo Road  Waltham  Massachusetts 02451,business/group/organization,47.7,Shuman  Eve T. Friends of,media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-03-18,audible,audible,1 Washington Park  Newark  New Jersey 07102,business/group/organization,15.85,Shuman  Eve T. Friends of,media,Radio,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-03-29,facebook  inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,200,Shuman  Eve T. Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-04-18,constantcontact  inc.,constantcontact  inc.,1601 Trapelo Road  Waltham  Massachusetts 02451,business/group/organization,47.7,Shuman  Eve T. Friends of,media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-04-18,audible,audible,1 Washington Park  Newark  New Jersey 07102,business/group/organization,15.85,Shuman  Eve T. Friends of,media,Radio,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-16,constantcontact  inc.,constantcontact  inc.,1601 Trapelo Road  Waltham  Massachusetts 02451,business/group/organization,47.7,Shuman  Eve T. Friends of,media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-17,facebook  inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,400,Shuman  Eve T. Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-18,audible,audible,1 Washington Park  Newark  New Jersey 07102,business/group/organization,15.85,Shuman  Eve T. Friends of,media,Radio,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-23,facebook  inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,400,Shuman  Eve T. Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-24,nextdoor,nextdoor,420 Taylor St.  San Francisco  California 94102,business/group/organization,465,Shuman  Eve T. Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-31,facebook  inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,488.92,Shuman  Eve T. Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-02,facebook  inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,600,Shuman  Eve T. Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-01-31,facebook  inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,75.26,Shuman  Eve T. Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-11-02,arachnidworks,arachnidworks,47 Carroll St  Frederick  Maryland 21701,business/group/organization,1600,LeRoux  Megan for Clerk,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-03-31,facebook,facebook,1601 Willow Rd  Menlo Park  California 94025,business/group/organization,85,Acle  Nicole Re-Elect,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-03-28,apg chesapeake,apg chesapeake,29088 Airpark Dr  Easton  Maryland 21601,business/group/organization,16.27,Acle  Nicole Re-Elect,media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-30,facebook,facebook,1601 Willow Rd  Menlo Park  California 94025,business/group/organization,85,Acle  Nicole Re-Elect,media,Phones / Robo calls,NA,EFT,NA,Electoral,NA,NA
2022-01-24,apg chesapeake,apg chesapeake,29088 Airpark Dr  Easton  Maryland 21601,business/group/organization,16.27,Acle  Nicole Re-Elect,media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
2022-01-28,kristin hazel,kristin hazel,gosq.com  Salisbury  Maryland 21804,business/group/organization,159,Acle  Nicole Re-Elect,media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,headshot for ads,NA
2022-01-28,wicomico gop,wicomico gop,P.O. Box 870  Salisbury  Maryland 21803,business/group/organization,300,Acle  Nicole Re-Elect,media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-31,vistaprint,vistaprint,275 Wyman St  Waltham  Massachusetts 02451,business/group/organization,133.98,Acle  Nicole Re-Elect,media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-23,maryland farm bureau,maryland farm bureau,www.marylandfarmbureau.com  Davidsonville  Maryland 21035,business/group/organization,65,Acle  Nicole Re-Elect,media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-28,apg chesapeake,apg chesapeake,29088 Airpark Dr  Easton  Maryland 21601,business/group/organization,16.27,Acle  Nicole Re-Elect,media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
2022-06-09,wcbc,wcbc,35 Baltimore Street  cumberland  Maryland 21502,business/group/organization,1115.5,Brodie  Creade Jr. Citizens For,media,Radio,NA,Check,NA,Electoral,NA,NA
2022-06-09,forever media,forever media,350 Byrd Avenue  Cumberland  Maryland 21502,business/group/organization,1244.5,Brodie  Creade Jr. Citizens For,media,Radio,NA,Check,NA,Electoral,NA,NA
2022-06-09,allegany communication,allegany communication,15 E Industrial Blvd  Cumberland  Maryland 21502,business/group/organization,1300,Brodie  Creade Jr. Citizens For,media,Radio,NA,Check,NA,Electoral,NA,NA
2022-03-10,network solutions,network solutions,12808 Gran Bay Parkway  West  Jacksonville  Florida 32258,business/group/organization,42.99,Terrasa  Jennifer Friends Of,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2022-04-15,network solutions,network solutions,12808 Gran Bay Parkway  West  Jacksonville  Florida 32258,business/group/organization,137.31,Terrasa  Jennifer Friends Of,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2022-05-27,flexpoint media inc.,flexpoint media inc.,PO Box 1051  New Albany  Ohio 43054,business/group/organization,10000,Miele  Christian Friends of,media,TV,NA,Check,NA,Electoral,NA,NA
2022-06-03,advertising strategies  llc,advertising strategies  llc,318 N. Carson Street  89701  #208  Carson City  Nevada 89701,business/group/organization,12000,Miele  Christian Friends of,media,Online Advertising,NA,Wire Transfer,NA,Electoral,NA,NA
2022-05-11,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,500,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-12,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,500,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-13,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,500,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-15,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-17,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-22,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,450,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-24,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,450,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-29,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,250,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-31,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,450,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-01,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,400,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-07,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,700,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-21,good guy sign,good guy sign,1032 E Hillsborough Ave  Tampa  Florida 33604,business/group/organization,391.83,Jain  Ashwani Friends of,media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-07,manning media,manning media,5742 Industry Lane  Frederick  Maryland 21704,business/group/organization,3000,Taylor  Sallie B. Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-15,mid-atlantic media,mid-atlantic media,11459 Cronhill Dr  Ste A  Owings Mills  Maryland 21117,business/group/organization,1275,Franchot Anderson-Walker for Maryland Slate,media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
2022-04-15,tidemore public affairs  llc,tidemore public affairs  llc,1800 N Charles St  Ste 902  Baltimore  Maryland 21201,business/group/organization,64980,Franchot Anderson-Walker for Maryland Slate,media,TV,NA,Check,NA,Electoral,NA,NA
2022-04-18,mid-atlantic media,mid-atlantic media,11459 Cronhill Dr  Ste A  Owings Mills  Maryland 21117,business/group/organization,1275,Franchot Anderson-Walker for Maryland Slate,media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
2022-05-10,campaign partner inc.,campaign partner inc.,1751 Pinnacle Dr Ste 1000  Mc Lean  Virginia 22102,business/group/organization,29,"Patti  Donald ""DP"" Patti Friends of",media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-04-18,ioannis lazaropoulos,ioannis lazaropoulos,Ammoudas 8  Kozani  GREECE,business/group/organization,300,"Patti  Donald ""DP"" Patti Friends of",media,Graphic Design,NA,Debit Card,NA,Electoral,Graphic Design Svcs,NA
2022-04-17,kibela print,kibela print,7464 Wounded Knee Rd  Lorton  Virginia 22079,business/group/organization,1382.46,"Patti  Donald ""DP"" Patti Friends of",media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,Yard Signs,NA
2022-06-01,king farms citizen assembly?,king farms citizen assembly?,300 Saddle Ridge Cir  Rockville  Maryland 20850,business/group/organization,950,"Patti  Donald ""DP"" Patti Friends of",media,Newspaper,NA,Check,NA,Electoral,Ads in King Farm Chronicle Newspaper,NA
2022-02-28,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-01,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-04,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,500,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-06,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,200,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-06,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-07,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,150,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-07,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-09,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-10,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,100,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-11,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,100,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-12,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,350,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-13,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,200,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-14,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,200,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-06,tidemore public affairs  llc,tidemore public affairs  llc,1800 N Charles St  Ste 902  Baltimore  Maryland 21201,business/group/organization,221000,Franchot Anderson-Walker for Maryland Slate,media,TV,NA,Check,NA,Electoral,NA,NA
2022-02-23,facebook,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,900,Franchot Anderson-Walker for Maryland Slate,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-10,facebook,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,900,Franchot Anderson-Walker for Maryland Slate,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-14,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,100,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-16,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-17,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-17,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-18,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-19,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-20,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,500,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-21,facebook,facebook,1 HACKER WAY  MELNO PARK  California 94205,business/group/organization,300,Jain  Ashwani Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
